num,board,title,writer,upload_date,view,likes
813244,,초봉 2600 협회.. 가는게 나을까요..,익명,01/01,2954,38
813242,,곤플떡국,익명,01/01,2029,66
813203,,60년 존버중인 짤,익명,01/01,2433,87
813186,,수석 졸업하네,익명,01/01,5006,256
813172,,화장실 유기견 그 후.jpg(스압),익명,01/01,810,71
813168,,[나만의 맛집!] 신촌 정육면체,익명,01/01,2355,28
813167,,어떤 부자들은 자녀 수시전형 경쟁력 기르려고 특허출원 시키고 그랬었음,익명,01/01,2725,93
813164,,미쳐버린 유튜브 알고리즘.jpg,익명,01/01,2259,64
813161,,2020년 방송사고 1초전.jpg,익명,01/01,2502,50
813150,,새해 첫 시작으로 기부해써◟( ˘ ³˘)◞ ♡,익명,01/01,1903,101
813148,,2019 9전공 올 에이쁠,익명,01/01,2413,50
813138,,야 올해 몇년이냐?,익명,01/01,2358,137
813137,,야 올해 몇년이냐?,익명,01/01,1090,49
813127,,내가 아무리 쿨해도 이건 좀 심하지않니?,익명,01/01,2935,64
813126,,"진이뽀의 10년 전과 현재(비포,애프터)",익명,01/01,2264,82
813123,,내가 예민한걸까,익명,01/01,1536,39
813121,,5252  다미쿤!!,익명,01/01,789,33
813119,,속보) 영문11 김형진 30대 돌입...,익명,01/01,2922,157
813102,,올 해 행시붙자~~~~~,익명,01/01,561,31
813087,,2020년도 제 55회 한국공인회계사 합격자는,익명,01/01,2675,142
813081,,새해맞이 연게 첫글,익명,01/01,789,35
813062,,올해는 행시합격한다,익명,01/01,1185,86
813058,,??? : 야 올해가 몇년이냐?,익명,01/01,1986,127
813047,,2020년 서강의 첫 모습,익명,01/01,1944,101
813032,,2020년 파이팅!!,익명,01/01,1375,168
812931,,21학점 올에이쁠 받았다!!ㅠㅠㅠㅠㅠ,익명,12/31,2945,149
812928,후기,"2019년 하반기 경영 여학우 취업후기(롯데컬처웍스, 신세계인터내셔날 등)",익명,12/31,3314,53
812905,,인기글 보니까 로스쿨 좋은 얘기는 꺼내지도 말아야 할 것같네,익명,12/31,2050,100
812887,,서초1동 공익근무요원 자살사건.jpg(약스),익명,12/31,1972,92
812841,,속도위반레전드,익명,12/31,1541,37
812791,,"2020년을 맞이하여 피자 열판을 쏘겠읍니다,,!!",익명,12/31,3063,199
813749,,엄마 어제 투표했다,익명,01/02,2388,158
813734,,중학교땐가 1월1일날 친구랑 웃으면서 횡단보도신호 기다리고 있었는데,익명,01/02,2576,96
813728,,비행기값 아끼려다 진짜 되질뻔,익명,01/02,3620,167
813722,,KBS 2020 한국 사회 신뢰도,익명,01/02,2693,131
813705,,벤위레의 새해 목표,익명,01/01,1811,78
813692,,나의 미루기 습관은 새해에도 계속되는군,익명,01/01,562,34
813683,,ㅋㅋㅋ나도 인스타 보다가 현타온거,익명,01/01,2270,50
813677,,20대때는 잘 몰랐는데 30대 오니까,익명,01/01,1943,61
813642,,당분간 우리가 할 실수.gif,익명,01/01,2402,85
813635,,늦게 빛 본 스타들의 말말말,익명,01/01,1469,57
813632,,응답하라 1994시절 뭔가 낭만적임.,익명,01/01,1114,39
813631,,이 뭔 개소리야 짤의 주인공 장항선 근황,익명,01/01,1208,49
813570,,"신년기념>10~15년 전 어느 날의 서강대(상편,데이터주의)",익명,01/01,2763,159
813550,,와 오늘 동생 1년동안 교환갔다,익명,01/01,3061,114
813517,,부전자전,익명,01/01,806,41
813510,,2년제 인생.jpg,익명,01/01,3819,138
813498,,괴데이진호피셜) 서강대 = SKY,익명,01/01,3643,107
813469,,이번주 그알 음원사재기 예고.jpg,익명,01/01,2506,156
813468,,정기후원 끊은 이유.jpg,익명,01/01,3201,130
813455,,대기업 무단퇴사하면 어떻게 되나요?,익명,01/01,1319,29
813445,,???:쁠몰은 싫은데요!,익명,01/01,3442,115
813429,,악질 군대 부사관 정의구현된 썰,익명,01/01,737,43
813421,,펭수 무서운 다미 있니?,익명,01/01,1121,41
813393,,혹시 펭수 관심없는 사람 있니??,익명,01/01,2696,129
813372,,어제 섹스햇음..,익명,01/01,3868,87
813342,,고려대 학점 퍼주는 것과 관련한 로스쿨 입시,익명,01/01,3203,108
813298,,아빠의 재롱,익명,01/01,804,34
813288,,서울 택시!묻지 말고 타세요!.jpg,익명,01/01,2659,89
813279,,sbs연기대상으로 싱글벙글한 야나두 사장님,익명,01/01,3445,170
813271,,한국판 괴벨스.jpg,익명,01/01,2284,57
813270,,지하철 공익 숙직실.jpg,익명,01/01,2515,114
813265,,HTML코딩 그거 그냥 쓱쓱 그리면 되는거 아니냐,익명,01/01,2005,93
813257,,딘스라는게 실제로 존재하는거야?,익명,01/01,2258,83
814227,,너넨 유우럽 겨울에 가지마라...,익명,01/02,2543,58
814223,,잘나가는 스트리머의 마음가짐,익명,01/02,3034,146
814207,뻘글,근디 막 sns보면서 현타오는 사람들은,익명,01/02,2762,105
814176,,보쌈 먹는 도중에 가격 인상됨,익명,01/02,2600,55
814169,,미친 가격의 삼겹살집.jpg,익명,01/02,2368,62
814130,,난 그여자가 나한테 왜그랬을지 궁금,익명,01/02,2876,59
814095,,일본 연예계 근황 ㅋㅋㅋㅋ,익명,01/02,3989,166
814069,,야채 안먹는 손님이 섭섭한 사장님,익명,01/02,2639,82
814042,,주류회사에서 일하는데 대학교 차이 심각하다ㅋㅋㅋㅋ,익명,01/02,3715,96
814013,,마스크 공익 인터뷰.,익명,01/02,2590,84
814006,,아빠와 아들관계는 참 어렵다,익명,01/02,2812,124
813972,,김희철 열애설로 가장 멘붕된....,익명,01/02,4036,75
813961,,골목식당 코다리찜.jpg,익명,01/02,1918,69
813926,,서담은 점점 이미지가 좋아지네,익명,01/02,1228,27
813922,,펌) 치트키써서 결혼한 강호동,익명,01/02,3260,239
813904,,연락 몇년 끊겼던 친구가 상황이 너무 안좋아졌더라,익명,01/02,2942,177
813892,,[나만의맛집!] 개골목 충화반점 솔직리뷰,익명,01/02,1861,31
813872,,롤을 이해한 김구라,익명,01/02,2752,111
813870,,안도의 한숨을 쉬고있는 모모팬,익명,01/02,2878,66
813865,,엄마 때문에 눈물나..,익명,01/02,2972,227
813862,,할아버지가 나에게 알려준 것 중 가장 유용한 것,익명,01/02,2801,153
813835,,주미시 늦게올라온 이유,익명,01/02,2112,82
813814,,"심각,어이×)앞으로 우리나라는 csi같은 짓을 잘 하지 못하게됨",익명,01/02,2160,52
813806,,아오 남친 진짜 여행 당일까지 늦잠자느라 못나옴,익명,01/02,2504,52
813800,,첫 출근길,익명,01/02,1811,94
813798,,"슈퍼주니어 김희철♥트와이스 모모, 열애 인정 ""친한 선후배에서 최근 호감""[공식입장]",익명,01/02,3512,80
813775,,취뽀했다!,익명,01/02,2711,188
813753,,"어떻게 하면 행복하게, 가치있게, 의미있게 살 수 있을까",익명,01/02,811,33
814741,,낯선곳에서 만난 익숙한 얼굴,익명,01/03,1472,38
814707,,고아로 살겠다는 삼형제,익명,01/03,1411,44
814703,,집앞에 담배피는 애들 혼내주기,익명,01/03,2681,125
814699,,최근 회사 다니는 마음가짐을 바꿨어.,익명,01/03,3522,169
814671,,미국의 음주운전 판결,익명,01/03,2495,137
814627,쉐복,엠마오로 공차는 초중딩들,익명,01/03,3973,152
814621,,빅뱅 top은 연예인 그만둔다메,익명,01/03,3481,78
814609,,믿을 수 없는 장면,익명,01/03,2836,54
814601,,어메이징 멕시코 교도소,익명,01/03,2018,74
814579,,박보영 김희원도 열애설 떴네,익명,01/03,2406,68
814556,,극악의 96년도 국가고시,익명,01/03,2406,70
814548,,부산에 사는 여성들을 두려움에 떨게 한 사람,익명,01/03,2272,71
814545,,하버드 수석 졸업.jpg,익명,01/03,3524,132
814539,,공익 레전드,익명,01/03,1221,31
814532,,재모식당 아줌마랑 구청 직원 싸움 ㄷㄷ,익명,01/03,3847,89
814529,,회사에서 여우처럼 살아서 사랑받는 중,익명,01/03,3807,239
814526,,어릴때 친구 괴롭히면 안되는 이유.gif,익명,01/03,2430,108
814509,,집사... 자?,익명,01/03,1803,78
814480,,난 왜 무식한 사람하고는 말싸움을 못하겠지...,익명,01/03,1688,60
814464,,차단이 무서운 디씨인,익명,01/03,2833,86
814455,,부산 여대 실시간 16학번 꼰대짓,익명,01/03,3564,87
814415,,노잼봇 근황.jpg,익명,01/03,3674,108
814396,,아빠땜에 언니랑 나랑 빵터짐 ㅋㅋㅋ,익명,01/03,2964,124
814394,,데려갈 땐 나라의 자식.jpg,익명,01/03,3388,156
814349,,그냥 아무한테도 못한 얘기,익명,01/03,3038,93
814345,,고시생 남친아,익명,01/03,2880,89
814278,,인자하던 교황이 빡친 이유,익명,01/02,3126,116
814274,,미국대학 어디가 좋은건지 구분안가는 이유,익명,01/02,3008,84
815237,,'공기업 간 남자들은 다 하자 있는 남자들이다'라는 친구,익명,01/04,4180,134
815235,,2019년도 하반기 예금보험공사 및 금융공기업 경영직렬 취업수기,익명,01/04,2345,55
815227,,(고전) 현재 취업시장,익명,01/04,3192,114
815202,,아주 지하철에서 서로 물고 빨고 ㅈㄹ들을 하는구나,익명,01/04,1791,27
815197,,유재석은 사람이 바뀔 수 있다는걸 보여줌,익명,01/04,2519,98
815169,,휴거에 이은 엘사..사탄도 눈물..,익명,01/04,2665,88
815142,,유재석 무명시절 기도,익명,01/04,3141,198
815137,,삼성 외계인 고문 근황.gif,익명,01/04,2199,39
815135,,아파트 옆동의 구조신호,익명,01/04,2497,95
815129,,할어버지의 손녀 인생교육.jpg,익명,01/04,1959,79
815127,[질문],배달 시키신분?,익명,01/04,3605,102
815118,,"민사부문 서강대, 형사부문 서울대 로스쿨팀 우승",익명,01/04,1791,53
815061,,의사가 수술한 꽁치의 맛.jpg(스~~압),익명,01/04,2718,126
815019,,"잠자리, 스킨십 고민입니다!",익명,01/04,2475,28
814983,,남자 의대생은 34살부터 의사 전문의로 활동 가능하네,익명,01/04,3860,36
814979,,오정연 아나 근황톡,익명,01/04,4926,126
814960,후기,2019년 하반기 LG생활건강 최종 합격 후기,익명,01/04,2551,52
814941,,톰과제리 보는,익명,01/04,2151,85
814871,,힙찔이였는데 요새 힙합 갑자기 못듣겠음,익명,01/03,3692,150
814856,,신천지 미쳤네ㅋㅋㅋ,익명,01/03,3645,70
814812,,ㅋㅋㅋㅋㅋㅋㅋㅋ집에 친구 놀러왔는데 적응 못 하는 중,익명,01/03,3672,109
815751,,---------------샥 사건 정리 -------------------,익명,01/05,3527,58
815726,,샥 아닌데 솔직히 떡볶이 무단투기가 그렇게 큰 잘못인가 싶음.,익명,01/05,2878,74
815702,,공공칠빵,익명,01/05,1503,66
815682,,19주의) VR쓰는 커플,익명,01/05,2395,38
815564,,???:요즘 이공계 애들 너무 멍청하다,익명,01/05,3902,126
815546,,퇴사하고 도망가고 싶어요..,익명,01/05,893,35
815521,,인류가 맞이한 난제,익명,01/05,1959,38
815518,,PC방 알바가 잘린 이유,익명,01/05,2812,85
815507,,2019 하반기 전자공학과 취업후기(KT 네트워크기술),익명,01/05,1379,47
815504,,정게갈 각오하고 올린다,익명,01/05,4268,119
815478,후기,2019 하반기 신용보증기금 합격수기(20대 후반 여학우),익명,01/05,1807,41
815475,,엠마오 떡볶이 투기 이제 봤는데,익명,01/05,4236,59
815462,,배우 센빠이들 뽀시래기 시절,익명,01/04,1746,48
815448,,이게 사회야 정글이야 ㄷㄷ,익명,01/04,2740,70
815430,,하튼 중고딩 놈들은 살림살이에 보탬이 된다니깐;;,익명,01/04,1997,47
815419,,너무 친절해서 단골까지생긴 그 집,익명,01/04,1364,47
815410,,2019 하반기 사기업 취업후기(skt/lg유플러스/이마트/한화에너지/lg화학/cj제일제당 면접 후기),익명,01/04,3645,88
815346,,2019 하반기 신용보증기금 합격수기,익명,01/04,1686,41
815338,,"신년기념>10~15년 전 어느 날의 서강대(하편,데이터주의)",익명,01/04,1999,137
815319,,우리 아이 망한 사진 대회,익명,01/04,3222,107
815313,,샤오미 IoT 카메라에서 나타난 기현상,익명,01/04,2312,72
815294,,인기글 보고 생각난 취준썰 하나,익명,01/04,2051,88
815280,,남자 연예인 비주얼 올타임 원톱,익명,01/04,1633,29
816213,,개당당하네 진짜 -.-,익명,01/06,3470,88
816210,,버스에서 모르는 여자 때린 만화.jpg,익명,01/06,2429,72
816193,,일본 공룡호텔,익명,01/06,2460,118
816167,,요즘들어 서담에 새내기 시절 악습 썰푸는 고학이 많네,익명,01/06,3004,117
816141,,하여튼 1호선 노인네들은,익명,01/06,1374,31
816113,,...,익명,01/06,4954,210
816112,,엽떡 무단투기 관련 샥 부원의 사과문,익명,01/06,2604,59
816111,,왜 CC 하지 말라는줄 알아?,익명,01/06,4650,148
816099,,[나만의 맛집!] 가성비 피자 피자보이시나 신촌점,익명,01/06,1664,30
816039,,호주 현재 상황.jpg,익명,01/06,1249,26
815971,,돈없고 못생겨서 개짜증난다,익명,01/05,2901,77
815945,,전염병 전문 병동.jpg,익명,01/05,1356,34
815930,,저격성 글은 지양하는 것이 맞지만...,익명,01/05,3952,136
815929,,애들아 당분간 중국쪽 여행은 자제해야 할거 같아,익명,01/05,3142,120
815917,,아빠가 유튜버 약사들을 너무 믿어,익명,01/05,2885,54
815869,,내 인생은 중3에서 멈춰있어,익명,01/05,883,31
815864,,오늘도 손절당한 전소민,익명,01/05,3478,130
815858,,이번에 설로 가는 사람 있나보네,익명,01/05,3956,102
815855,,악질 교수 만화,익명,01/05,1447,65
815848,,Sogang Lawve 주최 제 5회 로스쿨 간담회에 대해 공지드립니다.,불꽃비섹,01/05,1793,62
815843,,오늘도 알바 인생 개꿀잼이네...,익명,01/05,2229,44
815820,,[펌] 2020년 막변하면 드는 느낌...,익명,01/05,3521,93
815791,,샥만 너무 과하게 깐다는 게 있음,익명,01/05,2605,92
815769,,고려대 단톡방... 탈북자 눈물,익명,01/05,4226,162
815766,쉐복,샥 얘기 좀 그만 하면 안 되냐?,익명,01/05,2385,56
815764,,진짜 이상한 여자애 만나본적있음,익명,01/05,2456,44
816652,,부모님들이 태권도학원 보내는 이유.jpg,익명,01/07,3234,183
816639,,무조건 속는 사진,익명,01/06,2617,58
816595,,서강대 한양대 글 속상하네요,익명,01/06,4104,86
816554,,이지경까지 와서 아이즈원 응원하는 애들 대단함,익명,01/06,2008,41
816527,,대기업 가고 싶어요 모든게 불행해요,익명,01/06,1687,48
816493,,이거 내가 꼰대인거냐?,익명,01/06,3246,145
816469,,속보) 엑스원 해체 ㅅㅅㅅㅅ,익명,01/06,3369,37
816415,,아싸가 두려운 새내기들아,익명,01/06,2516,100
816327,,서담에서 서강공대 후려치고 까는 애들 왤케 많냐,익명,01/06,2876,99
816325,,수업시간에 졸지마라(feat. 일체형책상),익명,01/06,1407,32
816311,,20대 남성이 보이스피싱에 당하지 않는 이유,익명,01/06,2785,97
816250,,펌) 미국아이들의 수업중 대답,익명,01/06,2308,91
816248,,EBSeX 펭수,익명,01/06,2591,67
816221,,행복은 두 글자인데 왜 당신 이름은 세 글자인거죠..?♡,익명,01/06,455,25
817195,,페이커 할머니.jpg,익명,01/07,3104,117
817191,,장성규를 보면서 늦음에 대해 자위하면 한심하냐,익명,01/07,3663,157
817158,,91년생에게 윤하란.jpg,익명,01/07,2955,92
817146,,영어회화 안되는 다미 썰,익명,01/07,1845,76
817121,,스압) 월급토끼 정답 알려드림,익명,01/07,3427,129
817032,,아아 야속하다 물가상승이여,익명,01/07,2676,97
817025,,오지는 구글 맵스 성능 .gif,익명,01/07,1399,47
817024,,현 호주 총리의 행보를 알아보자 .jpg,익명,01/07,788,30
817023,,美 스타벅스서 노트북 훔쳐 간 일당 잡으려다 사망,익명,01/07,3007,85
817016,,<시립대 법학전문대학원 12기 합격수기>,익명,01/07,1109,44
816962,,중앙대 에타글,익명,01/07,1786,37
816954,,변리사 준비하는 다미들 이거 진짜야??,익명,01/07,3334,75
816908,,<로스쿨 입시 자료집이 완성되었습니다>,치즈케이크,01/07,1058,63
816894,,<2020 로스쿨 입시를 준비하는 서강대생을 위한 자료집>,익명,01/07,5811,275
816892,쉐복,(장문주의)입으로만 사회적 약자 돕는거 진짜,익명,01/07,1515,36
816786,,펌) 일본생활 3년차의 방사능 피폭 검사..jpg,익명,01/07,2834,88
816774,,감자탕 먹으러 한국 온 일본인.jpg,익명,01/07,3227,118
816758,,모두가 싫어하는 멘탈 강한 케이스,익명,01/07,3266,108
816739,,로욜라 113 새벽에 위험하다,익명,01/07,3187,67
816698,,신체나이 30대 91세 할머니.jpg(스압),익명,01/07,3056,153
816688,,진짜 어쩌라는 거냐...,익명,01/07,3852,149
816682,,19) .................악!,익명,01/07,4898,150
816681,,여자친구 구하려다 맞아 죽은 20대 청년...,익명,01/07,2830,82
817710,,나 오늘 증조할아버지 이야기 처음 들었어,익명,01/08,2867,114
817654,,야구선수의 파울볼에 어린아이가 맞는다면,익명,01/08,2388,83
817649,,회계사 진입 신중하게 생각해봐...,익명,01/08,4866,149
817605,,신입사원인데 회사가 넘 좋아요..!!,익명,01/08,1492,59
817571,,진심이 느껴지는 표정,익명,01/08,2463,59
817555,,속보)중국 원인 미상 폐렴 한국으로 유입됨,익명,01/08,2882,124
817553,,"담아놓기 1.30(목)~31 / 수강신청 2.4(화) ~ 2.6(목) 차례로 각각 2,3,4학년",익명,01/08,2090,91
817524,,+) 텔레그램 n번방 사건 그알에서 제보받네ㅜㅜㅜ,익명,01/08,3611,104
817520,,서강 기계공-2019 대한민국 산업 기술 R&D 대전’ 우수 부스 선정,익명,01/08,1264,67
817516,,3:3 미팅이니까 옷 신경써서 입고와.gif,익명,01/08,3400,74
817504,,푸드뱅크 공익 후기.jpg(스압),익명,01/08,2754,103
817466,,"속보)미국, 이란에 공식 사죄...외교관 6명 출발...jpg",익명,01/08,4093,115
817446,,특정직업 비하글 글쓴이 모두 밴조치합니당,익명,01/08,2751,136
817411,,홍보,shots,01/08,987,28
817363,,다음 중 실제 사람은?,익명,01/08,2502,64
817357,,골든글로브 시상식 오프닝,익명,01/08,1742,82
817331,,약 열흘째 새벽에 일어나서 하루 시작한 후기,익명,01/08,3794,137
817295,,개그우먼의 계보.jpg(개신기/스~~압),익명,01/08,3163,164
817292,,쿠팡이 결국 승리할거같다,익명,01/08,3192,73
818214,,고흥군수 내부 발언 유출,익명,01/09,1933,55
818204,,휴먼에어비엔비체.jpg,익명,01/09,2695,105
818186,,솔직히 박은빈이 예쁜건 아니지,익명,01/09,4052,98
818180,,서울대 의대생의 독서실 후기,익명,01/09,4167,150
818129,,계곡에서 잘 놀았다는 증거,익명,01/09,1729,40
818127,,엉덩이 쉼터...,익명,01/09,2271,69
818113,,영화관 140석 전세 냈다.,익명,01/09,2840,60
818104,,인하대 에타... 엉엉 울었다...,익명,01/09,4009,120
818042,,가관 고양이,익명,01/09,1867,66
818036,,아빠 대신 훈장 받은 19개월 된 아기,익명,01/09,2594,105
818035,,펭수 피눈물... 펭수 최신근황.....,익명,01/09,3688,131
818001,,박은빈이랑 사귀기 vs 그냥살기,익명,01/09,3476,102
817988,,실제 뚜렛증후군 환자가 아임뚜렛 사건을 보고 쓴 글,익명,01/09,3238,184
817970,,19)넌 손가락만 움직여. 소리는 내가 낼게,익명,01/09,3600,66
817948,,일본 네티즌이 만든 남녀사이 관계도.jpg,익명,01/09,3944,83
817936,,스압) 아픈 몸이지만 멈추지 않는 도전.jpg,익명,01/09,1946,85
817931,,딸 또래 여중생 폭행한 현직경찰관,익명,01/09,2585,126
817877,,아 회사에서 별명 두둥탁 됐다...,익명,01/09,3682,186
817870,,경영 > 경제인 이유,익명,01/09,4141,301
817856,,문세윤도 포기한 베트남 뷔페.jpg,익명,01/09,3059,90
817853,,애인이 맨날 틀린 정보로 자기가 맞다고 자꾸 우기는데,익명,01/09,2493,84
817851,,킁킁... 흠...,익명,01/09,1418,49
817847,,새벽 2시 학교~,익명,01/09,3092,109
817846,,댓글 길게 썼는데 글삭제됐네,익명,01/09,1802,52
817832,,비정상회담 일리야 근황.jpg,익명,01/09,3132,132
817826,,사람 하나 살린 빡빡이 아조씨.jpg,익명,01/09,1579,77
817727,,???: 저는 우리 집안의 수치입니다,익명,01/08,3359,100
817723,,말 뿐인 것과 행동이 있는 것의 차이.jpg,익명,01/08,2907,89
818714,,방금 장동건 주진모 글쓴 사람이 욕하고 글삭튀함,익명,01/10,3419,66
818693,,학교 진짜 진절머리난다ㅋㅋㅋ,익명,01/10,3973,131
818623,,첫사랑이랑 결혼까지가는 경우 없나요? ㅠ,익명,01/10,1933,44
818618,쉐복,연예인 폰 컴퓨터 해킹하는 이유가 있네ㅋㅋ,익명,01/10,4170,69
818601,,스압) 펩시 VS 코카콜라 광고대결,익명,01/10,2126,87
818597,,주진모 장동건 카톡 재밌네,익명,01/10,4210,59
818542,,소개팅 하는 날.jpg,익명,01/10,3378,96
818520,,토모관 남자화장실 대변기 1층 당 1개만 설치한 건 어떤 놈 아이디어냐,익명,01/10,3052,75
818516,,단군쓰 입지선정 폭망,익명,01/10,2429,71
818513,,대림동 근황,익명,01/10,3621,108
818512,,[아주대학교 로스쿨 합격수기],익명,01/10,1554,56
818508,,롤 일겜 하실분 너오면 고,익명,01/10,1117,36
818487,,애플코리아 서비스 무엇 ㅋㅋㅋㅋㅋ,익명,01/10,3221,131
818442,유머,대학의 영웅 다람쥐.jpg,익명,01/10,2233,86
818427,,유튜버 피습 사건 전말,익명,01/10,3398,69
818422,,자기 혼자 썸타는애 처리방법 좀 ㅠㅠ,익명,01/10,3783,131
818367,,누구나 그리운 시절이 있는거겠지?,익명,01/10,2258,75
818350,,갑자기 박은빈 사재기하냐,익명,01/10,3586,111
818301,,고시도 청춘이야,익명,01/09,3675,334
818295,,아고다는 왜케 수법이 똑같냐,익명,01/09,1403,34
818283,,난 결혼도 하고싶고 애도 낳고싶은데,익명,01/09,583,26
818252,,만약 목욕하다가 실수로 119에 전화를 걸었다면?,익명,01/09,2935,97
818239,,저출산이 얼마나 심한지 알아보자,익명,01/09,3452,72
819118,,카페에서 조용히 노는데 시끄럽다고 욕먹음,익명,01/11,3841,101
818909,,삽자루 저격영상 또 올렸네,익명,01/10,4380,125
818876,,경영대 심각하다 진짜,익명,01/10,5201,141
818817,,1학년 12반 릴레이 소설 대참사,익명,01/10,3591,160
818795,,이와중에 정외과는 꾸준히 좋네,익명,01/10,4217,111
819633,,배달음식 적게먹어도 다이어트 실패하는 이유,익명,01/12,2711,55
819632,후기,"19년 하반기 인사/교육 최종합격 후기 (LG인화원, 대우건설, KCC)",익명,01/12,1689,28
819595,,아파트 글 보고,익명,01/12,4421,80
819594,,징집인원 감소 해결책,익명,01/12,2718,98
819589,,당신은 네모상자 고양이를 보았습니다!,익명,01/12,1666,94
819582,,우리나라 최고 입지 압구정 아파트를 사는 방법,익명,01/12,4057,142
819553,,최현석이 연 레스토랑.jpg,익명,01/12,3179,100
819552,,방금 헤어졌는데,익명,01/11,2165,31
819551,,히토츠바시 대학을 우리가 벤치마킹 해야할듯,익명,01/11,3087,135
819506,,19) 30대 남다미들에게 질문,익명,01/11,5262,85
819487,,돈 많이 벌어서 강남서초 살고싶었는데,익명,01/11,3954,99
819474,,영국판 쉰들러리스트,익명,01/11,2015,82
819467,,일본에서 만화로 배우는 임진왜란,익명,01/11,1874,79
819402,,카톡 털려도 존나 당당한데 나는?,익명,01/11,3767,104
819381,,소피교수님,익명,01/11,1868,83
819375,,(교훈)미국이 썽나면,익명,01/11,637,25
819367,후기,(스압)19년 하반기 한국농수산식품유통공사(aT) 최합후기,익명,01/11,1358,33
819364,,01/11 대만대통령선거 대선투표율(74.9%),Mario,01/11,1581,77
819340,,오늘 편입 알바했는데 어떤 분이 번호 주고 가심..,익명,01/11,2873,55
819335,,호주산불 진압하러 온 미국 소방관.gif,익명,01/11,1860,80
819291,,뜨또의 영향력.jpg,익명,01/11,3023,123
819289,,"군대 e러닝, 원격 강좌 온라인 학점교류",익명,01/11,2383,126
819283,,출근 3주차인데 입사동기들 학벌이..,익명,01/11,1954,39
819241,,군대 오니까 사강 없는게 너무 아쉽네,익명,01/11,1825,84
819221,,지금 남자친구가 진짜 잘해주고 서로 진짜 좋아하거든,익명,01/11,2068,30
819216,,집사를 바꿔야할 때를 알아버린 고양이.gif,익명,01/11,1684,55
820107,,난 진짜 송의영교수님 수업 완전좋아함,익명,01/12,808,26
820106,,이거 누구 만두야??,익명,01/12,3275,91
820087,,국경 공부하는데,익명,01/12,2236,63
820070,,"이 시대는 혐오의 시대다. (긴글, 술쳐마심)",익명,01/12,4481,320
820050,,갓벽한 최악의 고문도구는.txt,익명,01/12,3246,96
820005,,부모님과의 영상통화 레전드,익명,01/12,3651,122
820003,,407억 로또 당첨자 근황.jpg,익명,01/12,3536,171
819992,,내가 본 최고의 광기,익명,01/12,3203,123
819963,,"(알바경험담, 스압) 알바 찾는 다미들 좀 있는 것 같아서 학교 다니면서 했던 알바 경험담 공유함",익명,01/12,829,27
819936,,4등으로 달리다가 1등,익명,01/12,2609,107
819895,,진짜 한국 법 때문에 빡치는 점.Fraud,익명,01/12,938,26
819862,,유치원생과 대학원생 공통점,익명,01/12,3097,104
819860,,???:우리 회사 스타일 외모는 아니에요,익명,01/12,2950,92
819825,,마주치는 눈빛이~~~이이,익명,01/12,2384,84
819767,,여자는 맨몸운동 하면 안된대,익명,01/12,4407,116
819750,,쇼펜하우어가 말하는 논쟁에서 이기는 방법.win,익명,01/12,2262,71
819734,,2 3년 사이에 국밥이 2배올라도 빡치겠다ㅋㅋㅋ,익명,01/12,771,26
819717,,왜 팩트면 다 괜찮다 생각하는거지,익명,01/12,4004,133
819663,,집 사려면 일단 차는 사지 마셈,익명,01/12,4258,88
820599,,17년차 팬의 돌직구,익명,01/13,3590,165
820531,,어떤 네티즌이 생각하는 악의보다 더 위험한 것.txt,익명,01/13,4314,151
820522,,폐급선임 자다가 죽었으면 좋겠다,익명,01/13,2954,83
820511,,파관 좀 깨끗하게 씁시다,익명,01/13,2038,70
820505,,향후 변시 석차 공개하면 발생하는 일..jpg,익명,01/13,1732,34
820500,-,그저 빛...,익명,01/13,4213,179
820489,,[맛게살] 진성 요거트막걸리,익명,01/13,1038,25
820487,,(저격)파관 스룸에서 돌솥비빔밥 시켜먹는사람들은 머냐,익명,01/13,3248,88
820479,,BTS는 당분간 결혼설 없겠지....,익명,01/13,2926,68
820466,,내 졸업사진 어떡할거냐고!!,익명,01/13,2114,82
820453,,"속보) 법원 ""변호사시험 석차 공개하라"" 판결.news",익명,01/13,2457,62
820430,,첸 속도위반에 대한 팬 반응,익명,01/13,4469,118
820424,,슈뢰딩거 박사에게 전하시오!,익명,01/13,2008,99
820418,,첸 갤러리 근황.jpg,익명,01/13,2632,70
820414,,모델 vs 후기 대참사,익명,01/13,1904,41
820410,,배민 리뷰... 사장님 오열,익명,01/13,3323,160
820359,,"만화가 이말년(침착맨), 동료작가 주호민 폭행 논란",익명,01/13,2491,109
820351,,미국 철도 근황.jpg,익명,01/13,1270,41
820336,,타과 학생이지만 존경합니다. 김충익 교수님,익명,01/13,3151,171
820323,,1박 2일 레전드.jpg(그놈 잠시 출연 주의),익명,01/13,2217,75
820296,,오빠 잠깐 얘기좀 해,익명,01/13,2733,69
820295,,나도 에어팟 프로 샀다...!,익명,01/13,2620,64
820282,,여드름 많은거 관리안하는거라고 하는 인간들 개싫음,익명,01/13,3223,145
820256,,채용공고 ㅆ레전두,익명,01/13,2700,87
820219,,취업하면..남자친구 좋은 시계나 가방이나 정장 한 벌 같은거 해주고싶다,익명,01/13,2876,103
820213,,영양제 갤러리 근황,익명,01/13,3502,96
820206,행복해,새내디 술먹업ㅇㅅ어요!!,익명,01/13,2891,62
820181,,남자친구가 없으면 죽을꺼같아,익명,01/13,3204,68
820161,,그저께 길가다가 갓20살쯤되는애가 욕하더라,익명,01/13,2216,79
