num,board,title,writer,upload_date,view,likes
839222,,긴급) 아무래도 지금 일이 생각보다 커지고 있는듯.jpg,익명,02/14,3561,53
839211,,모기 만화.jpg,익명,02/14,1310,48
839152,,씨파생 오늘 광광 울었다...,익명,02/13,1583,34
839134,,보더콜리의 지능.jpg,익명,02/13,1044,38
840062,,나도 연애하고 싶다,익명,02/16,4545,118
840054,,서강대 신입생으로서의 로망 적어본다,익명,02/16,1381,32
839998,,나이들수록 우리 부모님이 제일 부러워,익명,02/15,3527,195
839983,,새내기 현수막 글 엄마한테 보여줬는데 엄마가,익명,02/15,3818,207
839972,,겟앰프드 근황,익명,02/15,2541,55
839968,,야후재팬 댓글은 평균적일본인들과 괴리가 있음,익명,02/15,2812,85
839962,,인천대학교의 중국인 유학생 관리ㄷㄷㄷ .jpg,익명,02/15,3159,108
839961,,사실상 한국의 도쿄올림픽.jpg,익명,02/15,2565,97
839952,,요즘 여초딩들이 키우는 펫,익명,02/15,1956,34
839938,,갤럭시 z 플립 국내 사망신고 1호,익명,02/15,2426,51
839912,,일본 내 확진자 337명 돌파 ㄷㄷ,익명,02/15,1144,35
839889,,인기글 성희롱 저런 일 진짜 많음,익명,02/15,3202,119
839863,,다들 눈이 이미 엄청 높은거지 그냥,익명,02/15,3661,169
839836,,성희롱 관련 한번만 읽어줘..,익명,02/15,3778,215
839831,,음식점에서 밥 공짜로 먹는 법,익명,02/15,2909,96
839819,,히스토리 채널 특징,익명,02/15,2232,103
839807,,어제 우리 딸이 친구를 집에 데려왔다.jpg,익명,02/15,2970,239
839805,,친구한테 당해버렸다...jpg,익명,02/15,2425,100
839798,,삐용삐용 외부인 주의보 삐용삐용,익명,02/15,1465,85
839795,,없는 단어가 없는 독일어.jpg,익명,02/15,1969,74
839793,,식인종 부족이 백인을 먹지 않은 이유.jpg,익명,02/15,1850,63
839784,,GS25 뉴서강대학사점) 취식대에서 콘센트 사용 가능,익명,02/15,1174,62
839780,,펌) 동물의 숲 출시 한 달 전 기념 무트코인 고전짤,익명,02/15,1247,52
839769,,봉준호가 농담삼아 말했다가 영화용어가 된 단어,익명,02/15,1808,34
839767,,미국 자살방지 상담번호 대참사,익명,02/15,1646,39
839766,,인사하는 코끼리,익명,02/15,860,33
839760,,미국에서 함부로 서프라이즈 파티를 하면 안되는 이유,익명,02/15,2098,58
839744,,11살 아이가 교사에게 1년간 맞아가면서도 참은 이유,익명,02/15,2677,163
839737,,사라진 중국 기자의 과거 한국관련발언 .jpg,익명,02/15,2639,140
839720,,긴급)신불떡볶이자리 밀플랜비 간판 달아,익명,02/15,2596,46
839706,,1월5일에 서담에 쓴 우한 폐렴 예언글,익명,02/15,2505,71
839683,,반도의 슈마허,익명,02/15,1164,34
839681,,펌) 2019 전국 빵지도,익명,02/15,2471,49
839660,,씨파생 나다미 현재상황.gif,익명,02/15,3545,98
839657,,자기 전에 실없이 웃기기다,익명,02/15,2777,87
839653,,고시하면서 이렇게 친구 없는지 처음 알았음,익명,02/15,1397,34
839637,,여자친구 생각이 궁금해,익명,02/15,1954,37
839621,,요즘 다들 개ㅐㅐ짜증나는거 (공감),익명,02/14,4769,126
840513,,진이뽀님께 건의합니다,익명,02/17,2505,94
840489,,고딩 땐 연애 해봤는데 대학생돼선 한 번도 못 해 봄,익명,02/17,3129,106
840445,,지면 병신 이겨도 병신.JPG,익명,02/16,1307,37
840444,,서담을 너무 늦게 발견했네요,익명,02/16,3250,139
840423,,[서담시방] 흔들리며 피는 꽃 - 도종환,익명,02/16,534,37
840420,,역시 일요일 밤엔 회사지,익명,02/16,2369,69
840411,,??? : 남편 취미가 게임이라 고민이에요...,익명,02/16,3911,114
840405,,의지의 한국인,익명,02/16,2869,106
840390,,뷰티 유튜버의 편견없는 아버지,익명,02/16,3699,115
840378,,살면서 진짜 똑똑한 사람 만나봤냐?,익명,02/16,1355,32
840375,,부동산 카페들 가면 현실감을 잃는다,익명,02/16,3152,72
840371,,고백했다가 까였당..,익명,02/16,4020,141
840363,,우주에서 찍은 지구,익명,02/16,2258,67
840359,,곤플 쌀국수 집에서 꽁짜밥 먹은 썰,익명,02/16,2708,196
840351,,고시생 오늘 플렉스했다,익명,02/16,2888,83
840315,,2020년 KDB산업은행 합격수기(경제),익명,02/16,3644,103
840311,,나 내일 군대가 ㅠㅠㅠㅠㅠ,익명,02/16,1829,72
840302,,외모에 대한 컴플렉스가 너무 심해요..,익명,02/16,1812,45
840286,,"학교 바빠지겠네. ([속보] 정 총리 ""중국 유학생, 현지 원격 수업 여건 마련할 것)",익명,02/16,1938,49
840266,,서담 이모티콘 배당 완료,익명,02/16,1678,46
840252,,"오빠, 아빠 갔어 나와도 돼",익명,02/16,3370,75
840246,,2016년 9월 동문회보 레전드,익명,02/16,3364,168
840240,,"편의점 알바하는데 , 어떤 여성분이 갑자기 키스할수있어요??? 라네 ㄷㄷ",익명,02/16,2235,63
840226,,ㅋㅋㅋㅋㅋ이거 뭔데개웃기냐 ㅋㅋㅋㅋㅋ,익명,02/16,2167,54
840225,,신개념 키즈카페 모래놀이,익명,02/16,1993,74
840224,,미혼부의 현실.jpg,익명,02/16,2812,112
840188,,인간의 가장 추한 모습을 볼 수 있는 곳은,익명,02/16,4405,145
840185,,고양이 실종...!!,익명,02/16,1796,78
840182,,유튜브 의대생 브이로그.jpg,익명,02/16,3406,100
840171,,죠니뎁 예전 사진..,익명,02/16,2413,70
840169,,틀니가 딸기 씹어먹음,익명,02/16,1626,41
840166,,헤어졌어요,익명,02/16,1024,37
840155,쉐복,교육수준과 인성은 비례하지않는거 알아,익명,02/16,1058,40
840129,쉐복,5G는 대체 누구좋으라고 이렇게 서둘러서 ㅋㅋ,익명,02/16,1747,35
840090,,나 익38,익명,02/16,3592,77
840087,,인스타 탈퇴했다,익명,02/16,1538,32
840968,,학점 4.2x인데 앞으로 널널하게 살기로 했다,익명,02/17,3685,131
840954,,아 이제 아이즈원좀 그만 까라고,익명,02/17,2852,47
840921,,적십자에 기부하면 오는 것 .jpg,익명,02/17,2284,70
840920,,이상한 동물들 피규어 모음.jpg (귀여움),익명,02/17,1566,73
840893,,친구네 고양이 2탄,익명,02/17,1603,76
840865,,요즘 느끼는 공부에 대한 생각..,익명,02/17,3572,121
840863,,학창시절 남녀공학 추억의 탈의실,익명,02/17,1721,37
840861,,예수님 배수진 공부법으로 반수 성공함,익명,02/17,2540,98
840858,,다들 아실 수도 있는 도꼭지 솔직리뷰,익명,02/17,2929,44
840841,,픽사 정말 멋있었던 순간,익명,02/17,2560,114
840808,,진짜 열심히 살았는데 면접 탈락할때 마다 넘나 우울하다..,익명,02/17,2459,131
840802,,??? : 5cm는 너무한거 아니냥?,익명,02/17,3190,81
840800,,안뇽 나 고시생 이제 서담 끊는다. 이번 2차 끝나는 때까지 아디오스,익명,02/17,1887,64
840798,,(디씨주의)손흥민 경기 태극기에 대한 유학생 글,익명,02/17,1253,36
840788,,부부싸움했냐는 소릴 들은 장윤정.jpg,익명,02/17,2613,100
840773,,몇십년 뒤 우리들의 직업,익명,02/17,2873,75
840770,,동물들에게 두리안을 주면.gif,익명,02/17,1840,75
840755,,요즘 공부라는게 도박인거 같음,익명,02/17,2030,60
840739,,빌게이츠가 사과를 할때 내는 소리는??? ㅋㅋㅋㅋㅋㅋㅋ,익명,02/17,2339,75
840734,,"유기풍 전 총장, 고려대 석좌교수 임명",물먹는하마,02/17,2150,29
840728,,생필품 가격도 잘 모르는 유튜버,익명,02/17,2583,70
840715,,옛날엔 안 그랬는데 요즘은 동네 친구들 만나면 위축됨,익명,02/17,1076,31
840711,,취지팀 까더라도 근거를 들고와서 까라,익명,02/17,2911,134
840707,,구해줘홈즈 방송사고.jpg,익명,02/17,2358,62
840703,,피지&블랙헤드 관리 팁.jpg,익명,02/17,1424,39
840698,,마스크 꼭 껴야해요?.jpg,익명,02/17,2462,92
840683,,인싸와 아싸의 화법 차이,익명,02/17,3312,129
840680,,99퍼가 모르는 기내서비스.jpg,익명,02/17,3038,93
840631,,엠마오 Bxxx호에서 3년째 알람이 울립니다 제발 부탁드립니다,익명,02/17,4017,200
840608,,나 요즘 인기 완전 쩌네?,익명,02/17,4299,104
840588,,취지팀 최과장님의 졸업인사..for 졸업생.바이 서강,익명,02/17,1571,69
840576,,새내기를 포함해서 서강대를 사랑하는 서담 여러분 유튜브 서강하이스쿨 서강 구독해보세요!!,익명,02/17,894,31
840560,,외국어를 얼마나 마스터 했는지 알수있는 척도.jpg,익명,02/17,1945,40
840550,,20대 재테크,익명,02/17,1831,72
840541,,엄마 기독교신데,익명,02/17,881,27
841448,,여친 구찌 가방 사주고 헤어진 대학생.jpg,익명,02/18,3497,173
841438,,19수능 풀어본 AI,익명,02/18,3605,174
841396,,친오빠한테 사랑한다 말하기 현실반응.jpg,익명,02/18,2989,136
841381,,대구확진자나온 병원 옆에 사는데 저 병원 너무 안타까움,익명,02/18,1287,42
841375,,국가 차원에서 커플들 뽀뽀 금지해야하는 거 아냐?,익명,02/18,2693,134
841368,,이거 남녀 사이에서 누가 잘못같아..?,익명,02/18,3039,58
841361,,6시 반 제이관 앞에서…!!,익명,02/18,1323,35
841322,,“38.8도 폐렴 증상에도…31번 확진자 코로나 검사 거부”,익명,02/18,2742,83
841297,,배민 신종 서비스.review,익명,02/18,1594,37
841290,,지금 정하상 열람실에 있는 사람,히뚜루뚜뚜,02/18,1191,26
841289,,친동생이랑 닮았다는 소리를 들을때 기분이 좋다는 친오빠,익명,02/18,3399,138
841196,,헐 곡성 감독 일본인이었네,익명,02/18,2912,65
841185,,AS관 앞에 이거 누구냐 ㅡㅡ,익명,02/18,3387,82
841184,,김영철 레전드.gif,익명,02/18,1664,40
841180,,디스패치에 개쳐맞는 ㄱㅇㅅ.jpg,익명,02/18,2019,50
841175,,방금 헤어졌어,익명,02/18,1453,29
841168,,월급대신 자사제품 주는 악덕기업.jpg,익명,02/18,3285,85
841164,,수능준비중인 졸업생입니다..,익명,02/18,697,29
841163,,서울대 줄세우기 졸업식??,익명,02/18,3950,111
841141,,저세상 텐션이였던 2002년.jpg,익명,02/18,1568,38
841136,,강형욱 정체 탄로났네,익명,02/18,3378,127
841133,,금방이라도 유아인 뒤주 안에 구겨넣을것 같은 송강호vs그냥 들어갈 것 같진 않은 유아인,익명,02/18,2149,87
841131,,군대 기사 웃음벨,익명,02/18,827,35
841130,,반박불가 한국 래퍼 원탑,익명,02/18,2670,107
841112,,해어질때도 예의를 갖춰라,익명,02/18,1385,45
841098,,슬슬 전염 더 심해지고 있는 느낌인데....,익명,02/18,4122,63
841070,,⭐절대 가면 안되는 해외봉사⭐,익명,02/18,4130,118
841063,,2023수능 역대 어느 수험생도 못받은 특권,익명,02/18,2912,93
841058,,특이한 컨텐츠의 유튜버ㅋㅋ,익명,02/18,3038,148
841044,,쥬씨 알바생이랑 사귄 썰(달달주의).txt,익명,02/18,1658,44
841022,,서강대 괴담 -본관 굴뚝 편-,익명,02/18,2639,47
841005,,<안내문>,익명,02/18,3893,143
840993,,우리집 길냥이 하트냥이다❤️,익명,02/18,506,27
841905,,5일동안 없다가 하루에만 20명 확진ㅋㅋㅋㅅㅂㅋㅋㅋ,익명,02/19,3704,135
841853,,만 28살 여자 순 현금 1억 3천 정도 있는데 재테크 어떻게 해야할까요?,익명,02/19,1997,43
841836,,후 학교 MT 취소될 마당에,익명,02/19,2528,54
841825,행정고시,[펌] 행정고시에 대한 환상,익명,02/19,1314,27
841808,,[후문] 새로생긴 파스타 리조또집 제이엔케이,익명,02/19,3153,108
841787,,사실 확인 되고 나서 욕해도 절대 늦지 않는다,익명,02/19,2199,61
841776,,31번 몸싸움 가짜뉴스다 찌라시 퍼오지좀마라,익명,02/19,2479,56
841741,,요즘 신천지들이 이미지메이킹?하는 수법 중 하나가,익명,02/19,2423,57
841728,,신천지 믿는 사람 생각보다 진짜 많음,익명,02/19,902,32
841722,,대구 감염확산의 이유,익명,02/19,1330,33
841718,,"일본, 크루즈국 이어 하늘국 탄생.jpg",익명,02/19,2932,81
841713,,외국인들이 보는 한국과 북유럽,익명,02/19,2482,88
841698,,엄마 때린 아들 참교육,익명,02/19,541,26
841679,,"""다이나믹 코리아에 살아보십쇼""",익명,02/19,2598,96
841668,,타다 소카 무죄 판결 ㅎㅎㅎ,익명,02/19,2573,133
841667,,31번 슈퍼전파자,익명,02/19,2722,99
841664,,31번쨰 확진자 완치되도 문제네,익명,02/19,2902,106
841626,,TIP) 쿠팡에서 마스크 사는 방법!!! 개당700원,익명,02/19,3091,86
841624,,신천지 공지사항,익명,02/19,2827,95
841581,,나는 야근이 진짜 죽어도 싫다,익명,02/19,789,31
841569,,일냥지하 만인지상,익명,02/19,464,28
841565,,버스 안내 원리.jpg,익명,02/19,2623,123
841553,,동생이 수학을 너무 못해,익명,02/19,2204,69
841548,,근데 진짜 장학금은 받아도 받아도 눈물 나,익명,02/19,2741,195
841531,,냥트키 냥트키,익명,02/19,1116,57
841529,,행시생 혼자 우는 중..ㅜ,익명,02/19,2483,90
841488,,아-아-트루러브를 찾고싶습니다,익명,02/18,1187,36
841487,,올해 연고서성한(이과) 최종 입결이라 함,익명,02/18,4278,152
841473,,정보) 제이열에는 ㅁㅁ ㅁㅁ가 없다.,익명,02/18,1854,52
841458,,학교 다니면서 가장 기억에 남는 메일,익명,02/18,3408,268
842355,,현재 우리나라 상황...,익명,02/20,3314,102
842308,,가톨릭의 코로나 대처방법,익명,02/20,3021,217
842305,,지역사회 감염 시작된 일본도 이 속도는 아님,익명,02/20,940,31
842284,,"신천지 입장발표 : 신천지 비방기회로 삼는 ,허위 왜곡보도 자제당부",익명,02/20,2283,98
842269,,한중일 국가별 코로나 장르.pum,익명,02/20,1681,79
842254,,질본도 솔직히 지금 당황하고 빡쳤을듯,익명,02/20,3549,122
842246,,신천지 미친놈들 거짓말 계속하네,익명,02/20,3104,153
842237,,외국인 시선에선 한중일 다 이상하다고 느낄듯,익명,02/20,2077,81
842156,-,니들도 신천지 믿잖아 ㅡㅡ,익명,02/20,3017,71
842143,,코로나19 배우 캐스팅보드 유출,익명,02/20,3850,133
842100,행정고시,사무관 후기,익명,02/19,5264,388
842095,,펭수야 무민아 미안해..,익명,02/19,2786,90
842093,,어메이징 일본,익명,02/19,2425,77
842075,,20대 신천지 교인 격리 조치 중에 달아남,익명,02/19,3604,121
842071,,근데 신천지 판별법 쓰기 어려울듯,익명,02/19,2283,74
842065,,대구 근황,익명,02/19,552,27
842064,,서울대 연구소에서 만든 팩트 체크 사이트,익명,02/19,2013,49
842059,,맛게살은 최종 국면에 들어섰습니다.,익명,02/19,2629,131
842055,,영덕복음 전파.feat CPA,익명,02/19,2473,76
842049,,사이비가 말걸면 피하는법.jpg,익명,02/19,2605,139
842025,,남지현님 졸업 축하축하!ㅎㅎ,익명,02/19,2432,122
842015,,어제자 배우 남지현님 졸업 사진,익명,02/19,3710,245
842010,,"[맛게살] 119 <홍두깨 칼국수>, 학교 근처 최고의 백반집",익명,02/19,1983,44
842001,,요즘 취업 난이도.jpg,익명,02/19,3036,83
841983,,에타 장터게 맴찢글... 핫게 감,익명,02/19,1492,33
841967,,총학생회장 졸업하넹,익명,02/19,873,32
841958,,총학생회 성명서에도 많은 관심 가져줘ㅠㅠ,익명,02/19,1963,185
841915,,외사랑,익명,02/19,1442,29
841913,,난 포교하는 종교 자체가 싫음,익명,02/19,2135,80
842829,,신천치 포교 대상,익명,02/20,1342,38
842826,,금연한다고 거짓말하는 거 짜증나,익명,02/20,1431,31
842816,,국내 코로나 첫 사망자 가능성,익명,02/20,2245,36
842794,,신천지 사과문 요약.txt,익명,02/20,1257,52
842780,,와.. 나이 많다고 나 짬질 당했어.....여기서 하소연 해봄,익명,02/20,2751,148
842755,,한중일 꼬라지보니까 이 짤 생각나네,익명,02/20,2064,95
842751,,조부모님 네 분 걱정이 돼서,익명,02/20,2642,142
842729,,삭제,익명,02/20,1492,31
842713,,신천지 사과문.txt,익명,02/20,2186,48
842681,,질본 지금 얼마나 막막할까..,익명,02/20,2528,79
842662,,정게 보낼거면 다 보내야지,익명,02/20,780,43
842661,,10년이상 한사람과 연애해본 사람만 들어와줘,익명,02/20,3108,147
842648,,신천지에 들어가고 싶어요!,익명,02/20,1705,97
842639,,코로나 전부 냉동 보내자는데 반대,익명,02/20,1946,95
842612,,신천지 힘입어 떡상중,익명,02/20,2055,41
842564,,(속보) 검사 거부하면 징역 혹은 벌금(복지위 의결),익명,02/20,1916,100
842556,,전 세계 중국인 입국금지국가 정리,익명,02/20,2604,136
842523,,"[최종화] [맛게살] 120 ""주인공은 항상 마지막에"" <화진가든>",익명,02/20,2813,133
842493,,PE 인턴 면접,익명,02/20,1233,31
842456,,지금 자영업자들 힘들어 죽을실듯,익명,02/20,587,28
842451,,[속보] 대구 31번 환자 접촉자 1160명으로 폭증,익명,02/20,1880,53
842384,,프로그래머의 일상,익명,02/20,2592,126
842381,,세계 2위 3위 10위권 경제대국 세 국가가,익명,02/20,2774,103
842373,,아 ㅋㅋ 1000일사귀고 헤어졌다.,익명,02/20,4149,149
843286,,우한 코로나라고 불러야 겠다,익명,02/21,3332,112
843261,,드디어 CNN 톱기사 진출,익명,02/21,1547,30
843259,,??: 너 (자막) 읽을 줄 모르잖아,익명,02/21,2350,89
843241,,나한테는 크게 타격이 없는 병일지 몰라도,익명,02/21,2235,69
843233,,대구지역 추가확진자 전부 31번 관련자,익명,02/21,2390,136
843221,,뉴욕 지하철에서 동양인 마스크 썼다고 폭행당해...,익명,02/21,2480,61
843201,,신천지 이즈리얼.jjal,익명,02/21,1860,51
843195,,개인적으로 종교에 과세를 해야 한다고 봄,익명,02/21,1749,83
843164,,코로나 걸리면 폐에 평생 후유증 남는다고?,익명,02/21,956,28
843141,,갓물주,익명,02/21,1763,91
843131,,초기대응으로 2주 벌어…대구 봉쇄는 비과학적 (고양시 명지병원 이사장 인터뷰!! 유용하니까 전문 읽어보는거 추천),익명,02/21,2176,72
843124,,이시국에 전염병주식회사갤러리가 사태를 파악하는법,익명,02/21,1337,62
843096,,방역당국에서 일하시는 저희 외삼촌의 입장을 그지고 왔음,익명,02/21,3043,81
843092,,서강대 운동장 폐쇄 ㄷㄷㄷ,익명,02/21,865,26
843087,,골목식당 전염병 특집이네,익명,02/21,2547,122
843084,,[속보] 모음집 *은평성모병원 확진,익명,02/21,2307,63
843073,,"[속보] 박원순 시장 ""오늘부로 서울소재 신천지교회 폐쇄조치",익명,02/21,2118,76
843067,,아포칼립스에서도 유유자적 살아남으실분,익명,02/21,2069,140
843061,,신천지는 기존 종교와 비교될 수 없을 만큼 악랄해,익명,02/21,2108,131
843043,,확실한건 공항에서 코로나 감염여부 확인못한다는걸 증명한거네,익명,02/21,846,37
843018,,헤어지고나서 가장 중요한 거는,익명,02/21,978,32
843004,,한국이 위험하다는걸 느끼는 게,익명,02/21,2665,67
842994,,퇴사했다,익명,02/21,1302,51
842983,,이 와중에 신천지 야간 비밀모임.news,익명,02/21,1081,28
842970,,31번 진짜 개 짜증난다,익명,02/21,2339,62
842968,,남친 휴가 짤렸다...엉엉,익명,02/21,1010,32
842962,,졸업생다미들 작은 선물하나 받구가,익명,02/21,2984,124
842960,,현재 대한민국에 필요한 것.jpg,익명,02/21,1028,34
842932,,남친이 결혼하재!!!,익명,02/21,4065,299
842928,,"(속보) 방에서 뒹굴거리던 A양, 숨쉰채 발견",익명,02/21,3223,140
842920,,신천지 오픈카톡 개웃기네 ㅋㅋㅋㅋㅋ,익명,02/20,2588,66
842914,,신천지 신자 구분법,익명,02/20,2709,114
842910,,서강대 코로나 자원봉사자 모집 ㄷㄷ,익명,02/20,2713,42
842888,,???: 31번 확진자 지인입니다. 그럴 사람이 아닙니다.,익명,02/20,2675,83
842879,,??: 야!! 신천지들아!,익명,02/20,849,39
842875,,"군인, cpa, 코로나, 외출외박제한",익명,02/20,2774,136
842872,후기,인턴 공고 찾는 곳,익명,02/20,1097,41
842856,,"[속보] ""전역 휴가 앞둔 장병, 부대 복귀않고 전역토록 조정""",익명,02/20,2268,66
843770,,에타 제로백 1초,익명,02/22,2761,97
843756,,CPA 행시 시험을 앞둔 사람은 이 글을 꼭 보시오,익명,02/22,3771,193
843735,,방금 지하철타고 오다가 짠한 광경 봄..,익명,02/21,4210,178
843717,,코로나19 무증상 감염에 대한 연구결과가 나옴,익명,02/21,3283,92
843694,기쁘다,악악 웹소설 쓰는 다미 컨택왔다!!!!,익명,02/21,2796,135
843689,,연세대 철인,익명,02/21,3104,66
843651,,신천지 지령 내부고발.jpg,익명,02/21,2654,75
843632,,그 와중에 범죄 승리 근황,익명,02/21,2949,85
843612,,이 짤은 볼 때마다 아련해,익명,02/21,2989,103
843611,,점점 자유에대한 이상이 훼손되는듯,익명,02/21,1240,45
843605,,직장상사에게 욕하고 나오고싶네요,익명,02/21,783,27
843547,,난 울엄마가 사이비에 빠져서 그 교회 갔던 줄 알았는데,익명,02/21,3134,172
843540,,ㄷㄷ 방금 카섹 목격함,익명,02/21,4282,109
843526,,아빠 회식한다고 하니까 엄마한테 개쌍욕 먹는 중,익명,02/21,2320,86
843516,,한국 코로나 확진자 60명으로 줄어...,익명,02/21,2218,48
843500,,뉴스에서 대구발 코로나라고 부르네,익명,02/21,2789,163
843490,,남친 부대에서 휴가 잘린 신병 탈영했대ㅋㅋㅋ,익명,02/21,3182,95
843482,,"광주, 서울, 대구 하나같이 해외여행 이력없으면 쌩깠음",익명,02/21,2056,65
843481,,국난이 있을 때마다 땀을 흘린다는 비석,익명,02/21,1371,43
843478,,"신천지 ""아무전화도 받지마라"" 긴급공지",익명,02/21,2097,90
843472,,광화문 집회시 벌금 개인당 300만원,익명,02/21,962,39
843471,,코로나 때문에 연애를 못할 것 같아,익명,02/21,1020,33
843439,,요즘 인싸들 한강 작업멘트,익명,02/21,1303,37
843431,,계명대 큰일남,익명,02/21,2279,56
843409,,이거 1학기 통으로 날라갈 각이보이는데,익명,02/21,1580,33
843398,,???: 블루에 레드까지 다 쳐먹네 ㅋㅋㅋ,익명,02/21,2256,62
843367,,위기의 대한민국... 구원할 단 한 사람,익명,02/21,2872,78
843346,,신천지 오픈채팅방 근황,익명,02/21,1308,40
843333,,"질본 ""대구 신천지교회 신도 4475명중 544명 '증상' 발현""",익명,02/21,1086,47
843317,,신천지 상줘야함,익명,02/21,3243,135
844267,,[공지] 코로나 게시물 격리 안내,익명,02/22,3062,120
844258,,입사 한달차 신입사원인데 회사가 너무 보수적..,익명,02/22,2576,122
844239,,오늘 법원 9급 시험이었는데 한 명 고열로 실려갔대,익명,02/22,2224,51
844212,,베트남 근황,익명,02/22,2963,164
844184,,신천지에 대한 우리나라 반응 엄청 착한 편 아님?,익명,02/22,2438,122
844166,,신천지 pc방 입장 조건,익명,02/22,2267,62
844138,,"실시간) 신촌 거주 20대 여성, 감기증세 무서워 민간요법에 의지해.. ""충격""",익명,02/22,2935,67
844118,,[속보] 대구 첫 (신천지) 중학생 코로나 확진자 발생,익명,02/22,1667,65
844099,,밤이 되었습니다,익명,02/22,919,37
844088,,박쥐 사진을 거꾸로 보면,익명,02/22,2172,70
844079,,뒷북 둥둥둥! 졸업 축전 그린거 보고가시오,익명,02/22,2177,93
844064,,격리된 군인.jpg,익명,02/22,1338,35
844058,,현재 동아시아 상황,익명,02/22,2106,54
844053,,확진자가 갑자기 폭증하는게 아닌것같은데,익명,02/22,3671,112
844046,,친구가 머리에 이상한걸 달고왔다,익명,02/22,1621,49
844030,,자랑스런 서강의 예비 회계사들,익명,02/22,2780,123
844027,,티비 안보는 남친,익명,02/22,1348,41
844025,,질본 본부장도 참 스트레스 심하겠다,익명,02/22,1282,53
844024,,신천지 단톡(펌),익명,02/22,2339,70
844012,,신천지 3월14일에 자폭예정 .jpg,익명,02/22,2933,81
844004,,신천지에 일침한 어느 일본인.jpg,익명,02/22,2851,136
844001,,취업때 되니 지역인재가 강려크하네,익명,02/22,661,28
843985,,학식 및 학교근처 이곳저곳 먹을곳 리뷰,익명,02/22,2321,41
843982,,형 머리가 맥주있네요,익명,02/22,1124,36
843970,,이시영 전진 우결 레전드.jpg,익명,02/22,2685,123
843947,,태국 항공사의 선택,익명,02/22,2199,66
843922,,바이러스에 의한 죽음에 대한 공포보다,익명,02/22,2789,125
843897,,근데 너무 신천지에 영점조절하는데,익명,02/22,2617,45
843880,,신천지에대해 혐오감정 격렬하게표현하고싶다,익명,02/22,1458,73
843858,,[질본] 오늘 09시 기준 346명,익명,02/22,1983,32
843828,,조선시대 세자들의 곤룡포가 흑색인 이유.jpg,익명,02/22,1116,36
843807,,진힘 마스크악덕업자들 다 뒤지길,익명,02/22,1300,50
843805,,대전 확진자 자가격리수칙 어기고 돌아다님,익명,02/22,1220,34
843793,,후... 피자 몰래 시킨 건데,익명,02/22,1342,27
843782,,인터넷에 신천지 톡방 잡입짤 만들어지는거 실시간으로 보고 있는데ㅋㅋㅋ,익명,02/22,895,27
844862,,"군인, cpa, 코로나, 외출외박제한2 - 시험 봄!",익명,02/23,2359,89
844847,,전남친 인스타에 실수로 좋아요 눌렀을 때 대처법,익명,02/23,2729,86
844844,,우리나라 진짜 ㅈ됬네 ㅋㅋㅋㅋㅋㅋㅋㅋ,익명,02/23,1584,27
844838,,학교 뭔데.. 구급차 옴,익명,02/23,1643,26
844837,,5252 1차떨이생들,익명,02/23,2013,72
844830,,코로나사태에 천주교가 젤 호감됨,익명,02/23,917,30
844804,,1년 더,익명,02/23,1895,43
844799,,시험 끝!!!,익명,02/23,1882,76
844796,,비추폭탄 먹을 각오하고 쓴다ㅋㅋㅋ feat.관리자,익명,02/23,2895,103
844768,,[공지] 코로나 관련 게시물 가이드라인,익명,02/23,2931,155
844756,,다들 왜이렇게 여행을 좋아할까..,익명,02/23,1209,38
844678,,전화로 헤어진 3년차 커플 후기.,익명,02/23,2542,51
844666,,오늘자 곤쌀국수 서비스,익명,02/23,2785,71
844648,,독서실에서 사레걸렸다가 ㅜ,익명,02/23,2546,143
844631,,물개를 쫓아가서 잡는 놀이하는 철없는 남자들,익명,02/23,2684,166
844617,,고시생인데 쉬는걸로 가족이랑 싸웠어,익명,02/23,2281,70
844609,,PD수첩 신천지의 실체,익명,02/23,2949,105
844599,,커여운 떼껄룩 성장일지,익명,02/23,2031,120
844571,,짜잔! 1년이 증발됐습니다!,익명,02/23,1881,38
844527,,다들 후회없이 나오자,익명,02/23,3592,89
844507,,속보) 씨파생 다리 후들후들중,익명,02/23,2972,64
844503,,99세 할아버지...장수의 비결.jpg,익명,02/23,2935,182
844498,,중국근황(우한폐렴관련 아님),익명,02/23,2497,65
844477,,힝 여다미 올해는 꼭 연애하고싶당,익명,02/23,2897,60
844470,,혐) 놀이공원 대참사.gif,익명,02/23,2772,59
844458,,친구 집에서 밥 해주기 시작했는데,익명,02/23,3919,115
844450,,석사의 노예화.jpg,익명,02/23,3765,211
844440,,다들 시험 잘보세요,익명,02/23,767,36
844429,,확진자가 쓴 방을 썼다...,익명,02/23,4114,92
844410,,카톡방에 아들을 잘못 초대한 어머니.kakaotalk,익명,02/22,1417,36
844404,,또 시작되었네..,익명,02/22,4111,77
844398,,컨닝페이퍼 한 면 허용되는 시험 꿀팁,익명,02/22,3113,63
844376,,커뮤니티 관리 난이도 매번 갱신중..,익명,02/22,3631,262
844341,,잘봤으면좋겠다,익명,02/22,1907,81
844337,,기사보고 개빡친 공무원갤러.JPG,익명,02/22,2605,82
844333,,이대 연희사진관 개인적으로 비추,익명,02/22,3109,83
844316,,신입사원인데 눈치 보느라 힘들다 하,익명,02/22,1279,47
844313,,누나 지독한 컨셉충이다,익명,02/22,3368,155
844307,,아니 대국민담화 장난하나ㅋㅋㅋㅋㅋ,익명,02/22,1713,40
